state,state.po,county,FIPS,candidatevotesR,totalvotes,fracvotesR,partywonR
Virginia,VA,Wise,51195,12086,15163,0.79707182,1
Virginia,VA,Wythe,51197,10046,13343,0.752904144,1
Virginia,VA,York,51199,18837,34118,0.552113254,1
Virginia,VA,Alexandria,51510,13285,75770,0.175333245,0
Virginia,VA,Bristol,51520,4892,7032,0.695676906,1
Virginia,VA,Buena Vista,51530,1430,2407,0.59410054,1
Virginia,VA,Charlottesville,51540,2960,22472,0.131719473,0
Virginia,VA,Chesapeake,51550,54047,112705,0.479543942,1
Virginia,VA,Colonial Heights,51570,5681,8457,0.671751212,1
Virginia,VA,Covington,51580,1349,2382,0.566330814,1
Virginia,VA,Danville,51590,7303,18952,0.385341916,0
Virginia,VA,Emporia,51595,789,2367,0.333333333,0
Virginia,VA,Fairfax,51600,3702,12030,0.307730673,0
Virginia,VA,Falls Church,51610,1324,7757,0.170684543,0
Virginia,VA,Franklin,51620,1421,4070,0.349140049,0
Virginia,VA,Fredericksburg,51630,3744,11264,0.332386364,0
Virginia,VA,Galax,51640,1603,2376,0.6746633,1
Virginia,VA,Hampton,51650,17902,62356,0.287093463,0
Virginia,VA,Harrisonburg,51660,6262,17993,0.348024232,0
Virginia,VA,Hopewell,51670,3885,9008,0.431283304,0
Virginia,VA,Lexington,51678,766,2465,0.310750507,0
Virginia,VA,Lynchburg,51680,17982,35671,0.504106978,1
Virginia,VA,Manassas,51683,5953,15411,0.386282525,0
Virginia,VA,Manassas Park,51685,1733,5232,0.331230887,0
Virginia,VA,Martinsville,51690,2149,5907,0.363805654,0
Virginia,VA,Newport News,51700,25468,75715,0.336366638,0
Virginia,VA,Norfolk,51710,21552,83388,0.258454454,0
Virginia,VA,Norton,51720,1021,1460,0.699315068,1
Virginia,VA,Petersburg,51730,1451,13786,0.105251705,0
Virginia,VA,Poquoson,51735,5092,7177,0.709488644,1
Virginia,VA,Portsmouth,51740,12795,43265,0.295735583,0
Virginia,VA,Radford,51750,2638,6085,0.433525062,0
Virginia,VA,Richmond,51760,15581,103484,0.150564338,0
Virginia,VA,Roanoke,51770,14789,39466,0.374727614,0
Virginia,VA,Salem,51775,7226,12225,0.591083845,1
Virginia,VA,Staunton,51790,5133,11255,0.456063972,0
Virginia,VA,Suffolk,51800,18006,43240,0.416419981,0
Virginia,VA,Virginia Beach,51810,98224,203262,0.483238382,1
Virginia,VA,Waynesboro,51820,4801,9204,0.521621034,1
Virginia,VA,Williamsburg,51830,1925,7626,0.252425911,0
Virginia,VA,Winchester,51840,4790,10667,0.449048467,0
Washington,WA,Adams,53001,3083,4644,0.663867356,1
Washington,WA,Asotin,53003,5741,9736,0.589667214,1
Washington,WA,Benton,53005,47194,80027,0.589725967,1
Washington,WA,Chelan,53007,18114,33380,0.542660276,1
Washington,WA,Clallam,53009,18794,39457,0.47631599,1
Washington,WA,Clark,53011,92441,200160,0.461835532,0
Washington,WA,Columbia,53013,1497,2182,0.686067828,1
Washington,WA,Cowlitz,53015,24185,45692,0.529304911,1
Washington,WA,Douglas,53017,9603,15543,0.617834395,1
Washington,WA,Ferry,53019,2202,3601,0.611496806,1
Washington,WA,Franklin,53021,13206,23720,0.556745363,1
Washington,WA,Garfield,53023,851,1246,0.682985554,1
Washington,WA,Grant,53025,18518,28346,0.653284414,1
Washington,WA,Grays Harbor,53027,14067,28367,0.495893115,1
Washington,WA,Island,53029,18465,42876,0.430660509,0
Washington,WA,Jefferson,53031,6037,20276,0.297741172,0
Washington,WA,King,53033,216339,998499,0.216664213,0
Washington,WA,Kitsap,53035,49018,124317,0.394298447,0
Washington,WA,Kittitas,53037,10100,18955,0.532840939,1
Washington,WA,Klickitat,53039,5789,10769,0.537561519,1
Washington,WA,Lewis,53041,21992,34149,0.644001288,1
Washington,WA,Lincoln,53043,4108,5713,0.719061789,1
Washington,WA,Mason,53045,13677,28073,0.487194101,1
Washington,WA,Okanogan,53047,9610,17091,0.562284243,1
Washington,WA,Pacific,53049,5360,10716,0.500186637,1
Washington,WA,Pend Oreille,53051,4373,6802,0.642899147,1
Washington,WA,Pierce,53053,146824,348485,0.42132086,0
Washington,WA,San Juan,53055,2688,10774,0.249489512,0
Washington,WA,Skagit,53057,24736,55968,0.441966838,0
Washington,WA,Skamania,53059,2928,5639,0.519241,1
Washington,WA,Snohomish,53061,128255,342173,0.374825015,0
Washington,WA,Spokane,53063,113435,227246,0.499172703,1
Washington,WA,Stevens,53065,15161,22677,0.668562861,1
Washington,WA,Thurston,53067,48624,129410,0.375736033,0
Washington,WA,Wahkiakum,53069,1344,2358,0.569974555,1
Washington,WA,Walla Walla,53071,13651,25419,0.537039223,1
Washington,WA,Whatcom,53073,40599,109673,0.370182269,0
Washington,WA,Whitman,53075,7403,17305,0.427795435,0
Washington,WA,Yakima,53077,41735,77750,0.536784566,1
West Virginia,WV,Barbour,54001,4527,6054,0.747770069,1
West Virginia,WV,Berkeley,54003,28244,42850,0.659136523,1
West Virginia,WV,Boone,54005,6504,8683,0.749049868,1
West Virginia,WV,Braxton,54007,3537,5090,0.694891945,1
West Virginia,WV,Brooke,54009,6625,9613,0.689170914,1
West Virginia,WV,Cabell,54011,19850,33085,0.599969775,1
West Virginia,WV,Calhoun,54013,2035,2617,0.777607948,1
West Virginia,WV,Clay,54015,2300,2972,0.773889637,1
West Virginia,WV,Doddridge,54017,2358,2840,0.83028169,1
West Virginia,WV,Fayette,54019,10357,15337,0.675295038,1
West Virginia,WV,Gilmer,54021,1896,2543,0.745576091,1
West Virginia,WV,Grant,54023,4346,4956,0.876916868,1
West Virginia,WV,Greenbrier,54025,9556,14066,0.67936869,1
West Virginia,WV,Hampshire,54027,6692,8608,0.777416357,1
West Virginia,WV,Hancock,54029,8909,12702,0.701385609,1
West Virginia,WV,Hardy,54031,4274,5643,0.757398547,1
West Virginia,WV,Harrison,54033,18750,27960,0.670600858,1
West Virginia,WV,Jackson,54035,9020,12187,0.740132929,1
West Virginia,WV,Jefferson,54037,13204,24147,0.54681741,1
West Virginia,WV,Kanawha,54039,43850,75690,0.579336768,1
West Virginia,WV,Lewis,54041,5274,6928,0.761258661,1
West Virginia,WV,Lincoln,54043,5307,7066,0.751061421,1
West Virginia,WV,Logan,54045,9897,12359,0.800792944,1
West Virginia,WV,McDowell,54047,4629,6203,0.746251814,1
West Virginia,WV,Marion,54049,14668,23029,0.636936037,1
West Virginia,WV,Marshall,54051,9666,13216,0.731386199,1
West Virginia,WV,Mason,54053,7654,10186,0.751423522,1
West Virginia,WV,Mercer,54055,17404,22982,0.757288313,1
West Virginia,WV,Mineral,54057,9070,11564,0.784330681,1
West Virginia,WV,Mingo,54059,7911,9510,0.831861199,1
West Virginia,WV,Monongalia,54061,18432,36048,0.511318242,1
West Virginia,WV,Monroe,54063,4443,5805,0.765374677,1
West Virginia,WV,Morgan,54065,5732,7654,0.74888947,1
West Virginia,WV,Nicholas,54067,7251,9491,0.763986935,1
West Virginia,WV,Ohio,54069,11139,17938,0.620972238,1
West Virginia,WV,Pendleton,54071,2398,3225,0.743565891,1
West Virginia,WV,Pleasants,54073,2358,3150,0.748571429,1
West Virginia,WV,Pocahontas,54075,2496,3646,0.684585848,1
West Virginia,WV,Preston,54077,9538,12659,0.753456039,1
West Virginia,WV,Putnam,54079,17788,24893,0.714578396,1
West Virginia,WV,Raleigh,54081,22048,29618,0.744412182,1
West Virginia,WV,Randolph,54083,7629,10876,0.70145274,1
West Virginia,WV,Ritchie,54085,3405,4075,0.835582822,1
West Virginia,WV,Roane,54087,3781,5247,0.720602249,1
West Virginia,WV,Summers,54089,3455,4862,0.710612916,1
West Virginia,WV,Taylor,54091,4733,6538,0.723921689,1
West Virginia,WV,Tucker,54093,2565,3475,0.738129496,1
West Virginia,WV,Tyler,54095,2996,3654,0.819923372,1
West Virginia,WV,Upshur,54097,7005,9218,0.759926231,1
West Virginia,WV,Wayne,54099,11152,15182,0.734554077,1
West Virginia,WV,Webster,54101,2302,2978,0.773002015,1
West Virginia,WV,Wetzel,54103,4519,6265,0.721308859,1
West Virginia,WV,Wirt,54105,1911,2422,0.789017341,1
West Virginia,WV,Wood,54107,25434,35615,0.714137302,1
West Virginia,WV,Wyoming,54109,6547,7831,0.836036266,1
Wisconsin,WI,Adams,55001,5983,10164,0.588646202,1
Wisconsin,WI,Ashland,55003,3302,8029,0.411259185,0
Wisconsin,WI,Barron,55005,13606,22643,0.600892108,1
Wisconsin,WI,Bayfield,55007,4125,9529,0.432889075,0
Wisconsin,WI,Brown,55009,67199,128979,0.521007296,1
Wisconsin,WI,Buffalo,55011,4049,6988,0.579421866,1
Wisconsin,WI,Burnett,55013,5412,8743,0.619009493,1
Wisconsin,WI,Calumet,55015,15348,26650,0.575909944,1
Wisconsin,WI,Chippewa,55017,17909,31561,0.567440829,1
Wisconsin,WI,Clark,55019,8646,13596,0.63592233,1
Wisconsin,WI,Columbia,55021,14160,29771,0.475630647,1
Wisconsin,WI,Crawford,55023,3844,7744,0.496384298,1
Wisconsin,WI,Dane,55025,71279,310017,0.22991965,0
Wisconsin,WI,Dodge,55027,26643,43065,0.618669453,1
Wisconsin,WI,Door,55029,8584,17608,0.487505679,1
Wisconsin,WI,Douglas,55031,9659,22511,0.429079117,0
Wisconsin,WI,Dunn,55033,11488,22091,0.520030782,1
Wisconsin,WI,Eau Claire,55035,23311,54885,0.424724424,0
Wisconsin,WI,Florence,55037,1897,2657,0.713963116,1
Wisconsin,WI,Fond du Lac,55039,31044,51327,0.604827868,1
Wisconsin,WI,Forest,55041,2788,4540,0.614096916,1
Wisconsin,WI,Grant,55043,12349,24321,0.507750504,1
Wisconsin,WI,Green,55045,8693,18985,0.457887806,0
Wisconsin,WI,Green Lake,55047,6213,9388,0.661802301,1
Wisconsin,WI,Iowa,55049,4809,12260,0.392251223,0
Wisconsin,WI,Iron,55051,2090,3497,0.597655133,1
Wisconsin,WI,Jackson,55053,4907,9272,0.529227783,1
Wisconsin,WI,Jefferson,55055,23410,43146,0.542576369,1
Wisconsin,WI,Juneau,55057,7123,11732,0.607142857,1
Wisconsin,WI,Kenosha,55059,36025,77076,0.467395817,1
Wisconsin,WI,Kewaunee,55061,6616,10758,0.614984198,1
Wisconsin,WI,La Crosse,55063,26389,62968,0.419085885,0
Wisconsin,WI,Lafayette,55065,3977,7662,0.519055077,1
Wisconsin,WI,Langlade,55067,6436,10132,0.63521516,1
Wisconsin,WI,Lincoln,55069,8400,14706,0.57119543,1
Wisconsin,WI,Manitowoc,55071,23193,40346,0.574852526,1
Wisconsin,WI,Marathon,55073,39013,69515,0.561217004,1
Wisconsin,WI,Marinette,55075,12995,20046,0.648259004,1
Wisconsin,WI,Marquette,55077,4714,7893,0.597238059,1
Wisconsin,WI,Menominee,55078,269,1279,0.210320563,0
Wisconsin,WI,Milwaukee,55079,125846,440247,0.285853169,0
Wisconsin,WI,Monroe,55081,11352,19670,0.577122522,1
Wisconsin,WI,Oconto,55083,13253,19978,0.663379718,1
Wisconsin,WI,Oneida,55085,12117,21473,0.564290039,1
Wisconsin,WI,Outagamie,55087,49884,93868,0.53142711,1
Wisconsin,WI,Ozaukee,55089,30430,54523,0.55811309,1
Wisconsin,WI,Pepin,55091,2206,3739,0.589997325,1
Wisconsin,WI,Pierce,55093,11258,21189,0.531313417,1
Wisconsin,WI,Polk,55095,13815,22749,0.607279441,1
Wisconsin,WI,Portage,55097,17306,38496,0.4495532,0
Wisconsin,WI,Price,55099,4562,7577,0.602085258,1
Wisconsin,WI,Racine,55101,46611,94133,0.495161102,1
Wisconsin,WI,Richland,55103,4023,8055,0.499441341,1
Wisconsin,WI,Rock,55105,31488,76068,0.413945417,0
Wisconsin,WI,Rusk,55107,4564,7087,0.643996049,1
Wisconsin,WI,St. Croix,55109,26220,47508,0.551907047,1
Wisconsin,WI,Sauk,55111,14791,31318,0.472284309,1
Wisconsin,WI,Sawyer,55113,5185,9121,0.56846837,1
Wisconsin,WI,Shawano,55115,12742,19751,0.645131892,1
Wisconsin,WI,Sheboygan,55117,32458,59655,0.544095214,1
Wisconsin,WI,Taylor,55119,6589,9484,0.694749051,1
Wisconsin,WI,Trempealeau,55121,7364,13675,0.538500914,1
Wisconsin,WI,Vernon,55123,6996,14213,0.492225427,1
Wisconsin,WI,Vilas,55125,8169,13612,0.600132236,1
Wisconsin,WI,Walworth,55127,28851,51324,0.562134674,1
Wisconsin,WI,Washburn,55129,5404,9148,0.590730214,1
Wisconsin,WI,Washington,55131,51729,78003,0.663166801,1
Wisconsin,WI,Waukesha,55133,142521,239042,0.596217401,1
Wisconsin,WI,Waupaca,55135,16189,26024,0.622079619,1
Wisconsin,WI,Waushara,55137,7669,11999,0.639136595,1
Wisconsin,WI,Winnebago,55139,43448,87144,0.498577068,1
Wisconsin,WI,Wood,55141,21503,37800,0.568862434,1
Wyoming,WY,Albany,56001,7602,17060,0.445603751,1
Wyoming,WY,Big Horn,56003,4067,5317,0.764905022,1
Wyoming,WY,Campbell,56005,15778,18199,0.866970713,1
Wyoming,WY,Carbon,56007,4409,6374,0.691716348,1
Wyoming,WY,Converse,56009,5520,6654,0.829576195,1
Wyoming,WY,Crook,56011,3348,3826,0.875065342,1
Wyoming,WY,Fremont,56013,11167,17023,0.655994831,1
Wyoming,WY,Goshen,56015,4418,5796,0.762249827,1
Wyoming,WY,Hot Springs,56017,1939,2586,0.749806651,1
Wyoming,WY,Johnson,56019,3477,4417,0.787185873,1
Wyoming,WY,Laramie,56021,24847,40969,0.606482951,1
Wyoming,WY,Lincoln,56023,6779,8875,0.763830986,1
Wyoming,WY,Natrona,56025,23552,33348,0.70624925,1
Wyoming,WY,Niobrara,56027,1116,1314,0.849315068,1
Wyoming,WY,Park,56029,11115,15095,0.736336535,1
Wyoming,WY,Platte,56031,3437,4529,0.758887172,1
Wyoming,WY,Sheridan,56033,10266,14510,0.707512061,1
Wyoming,WY,Sublette,56035,3409,4390,0.776537585,1
Wyoming,WY,Sweetwater,56037,12154,17130,0.70951547,1
Wyoming,WY,Teton,56039,3921,12627,0.310525065,0
Wyoming,WY,Uinta,56041,6154,8470,0.726564345,1
Wyoming,WY,Washakie,56043,2911,3814,0.763240692,1
Wyoming,WY,Weston,56045,3033,3526,0.860181509,1
